Station;RoundingTrips
Grand Concourse & E 164 St;0
Grand Concourse & E 166 St;0
Grand Concourse & E 167 St;0
Grand Concourse & E 171 St;0
Grand Concourse & E 175 St;0
Grand Concourse & E 192 St;0
Grand Concourse & E 196 St;0
Grand Concourse & E 197 St;0
Grand Concourse & E 199 St;0
Grand Concourse & E 203 St;0
Grand Concourse & E 205 St;0
Grand Concourse & E Mosholu Pkwy S;0
Grand Concourse & East Mount Eden Ave;0
Grand St & Elizabeth St;0
Grand St & Greene St;0
Grand St & Havemeyer St;0
Grand St & Samuel Dickstein Plaza;0
Grant Ave & E 169 St;0
Great Jones St;0
Green St & McGuinness Blvd;0
Greene Av & Myrtle Av;0
Greene Ave & Grandview Ave;0
Greene Ave & Nostrand Ave;0
Greene Ave & Throop Ave;0
Greene St & Prince St;0
Greenpoint Ave & 47 St;0
Greenpoint Ave & Manhattan Ave;0
Greenwich St & Hubert St;0
Greenwich St & Perry St;0
Greenwich St & Rector St;0
Greenwich St & W Houston St;0
Greenwood Ave & E 4 St;0
Grove St & Broadway;0
Halsey St & Broadway;0
Halsey St & Evergreen Ave;0
Halsey St & Ralph Ave;0
Halsey St & Tompkins Ave;0
Hamilton Pl & W 140 St;0
Hancock St & Bedford Ave;0
Hancock St & Malcolm X Blvd;0
Hancock St & Stuyvesant Ave;0
Hancock St & Wyckoff Ave;0
Hanson Pl & Ashland Pl;0
Harlem River Dr & W 155 St;0
Harman St & Seneca Ave;0
Harrison Pl & Porter Ave;0
Harrison St & Hudson St;0
Hart St & Wyckoff Ave;0
Hazen St & 20 Ave;0
Henry St & Atlantic Ave;0
Henry St & Bay St;0
Henry St & Degraw St;0
Henry St & Grand St;0
Henry St & Middagh St;0
Henry St & Remsen St;0
Henry St & W 9 St;0
Herkimer St & New York Ave;0
Hicks St & Montague St;0
Hoe Ave & Jennings St;0
Home St & Westchester Ave;0
Hope St & Union Ave;0
Hoyt St & Warren St;0
Hudson Blvd E & W 36 St;0
Hudson St & Reade St;0
Hudson St & W 13 St;0
Humboldt St & Varet St;0
Hunts Point Ave & Bryant Ave;0
Huron St & Franklin St;0
Icahn Stadium;0
India St & Manhattan Ave;0
India St Pier;0
Intervale Ave & Kelly St;0
Intervale Ave & Westchester Ave;0
Inwood Ave & W 170 St;0
Irving Ave & DeKalb Ave;0
Irving Ave & Halsey St;0
Irving Ave & Harman St;0
Irving Ave & Jefferson St;0
Irving Ave & Palmetto St;0
Isham St & Broadway;0
Jackson Ave & 46 Rd;0
Jackson St & Leonard St;0
Jay St & Tech Pl;0
Jay St & York St;0
Jefferson Ave & Evergreen Ave;0
Jefferson St & Cypress Ave;0
Jerome Ave & Anderson Ave;0
Jerome Ave & Bedford Park Blvd E;0
Jerome Ave & E 164 St;0
Jerome Ave & E 181 St;0
Jerome Ave & E 198 St;0
Jerome Ave & E Mosholu Parkway S;0
Jerome Ave & Ogden Ave;0
Jerome Ave & W 177 St;0
Jerome Ave & W 184 St;0
Jerome Ave & W 193 St;0
Jerome Ave & W 195 St;0
Jerome Ave & W Fordham Rd;0
John St & William St;0
Johnson St & Gold St;0
Kane St & Clinton St;0
Keegan Rd & 2 Ave;0
Kenmare St & Elizabeth St;0
Kent Ave & Division Ave;0
Kent Ave & N 7 St;0
Kent St & McGuinness Blvd;0
King St & Varick St;0
Kingsland Ave & Nassau Ave;0
Kingston Ave & Herkimer St;0
Kingston Ave & Park Pl;0
Knickerbocker Ave & George St;0
Knickerbocker Ave & Halsey St;0
Knickerbocker Ave & Hancock St;0
Knickerbocker Ave & Moffat St;0
Knickerbocker Ave & Thames St;0
Kosciuszko St & Nostrand Ave;0
Kosciuszko St & Tompkins Ave;0
Lafayette Ave & Classon Ave;0
Lafayette Ave & Ft Greene Pl;0
Lafayette Ave & Hunts Point Ave;0
Lafayette Ave & St James Pl;0
Lafayette Ave & Stuyvesant Ave;0
Lafayette St & E 8 St;0
Lafayette St & Jersey St;0
LaGuardia Pl & W 3 St;0
Laight St & Hudson St;0
Lawrence St & Willoughby St;0
Lefferts Pl & Franklin Ave;0
Lenox Ave & W 111 St;0
Lenox Ave & W 115 St;0
Lenox Ave & W 117 St;0
Lenox Ave & W 126 St;0
Lenox Ave & W 130 St;0
Lenox Ave & W 133 St;0
Lenox Ave & W 140 St;0
Lenox Ave & W 144 St;0
Lenox Ave & W 146 St;0
Leonard St & Boerum St;0
Leonard St & Church St;0
Leonard St & Maujer St;0
Leonard St & Nassau Ave;0
Lewis Ave & Decatur St;0
Lewis Ave & Greene Ave;0
Lewis Ave & Kosciuszko St;0
Lewis Ave & Madison St;0
Lexington Ave & Classon Ave;0
Lexington Ave & E 111 St;0
Lexington Ave & E 120 St;0
Lexington Ave & E 127 St;0
Lexington Ave & E 128 St;0
Lexington Ave & E 24 St;0
Lexington Ave & E 26 St;0
Lexington Ave & E 29 St;0
Lexington Ave & E 36 St;0
Liberty St & Broadway;0
Liberty St & Nassau St;0
Lincoln Ave & E 134 St;0
Lincoln Ave & E 138 St;0
Lincoln Pl & Classon Ave;0
Linden St & Knickerbocker Ave;0
Lispenard St & Broadway;0
Little West St & 1 Pl;0
Longfellow Ave & E 165 St;0
Longwood Ave & Southern Blvd;0
Lorimer St & Broadway;0
Loring Pl North & W 183 St;0
Louis Nine Blvd & Intervale Ave;0
MacDonough St & Malcolm X Blvd;0
MacDonough St & Marcy Ave;0
MacDougal St & Prince St;0
MacDougal St & Rockaway Ave;0
MacDougal St & Washington Sq;0
Macombs Pl & W 152 St;0
Macombs Rd & Featherbed Ln;0
Macombs Rd & W 175 St;0
Macon St & Howard Ave;0
Macon St & Lewis Ave;0
Macon St & Nostrand Ave;0
Macon St & Patchen Ave;0
Madison Av & E 51 St;0
Madison Ave & E 120 St;0
Madison Ave & E 26 St;0
Madison Ave & E 82 St;0
Madison Ave & E 99 St;0
Madison St & Clinton St;0
Madison St & Cypress Ave;0
Madison St & Evergreen Ave;0
Madison St & Forest Ave;0
Madison St & Malcolm X Blvd;0
Madison St & Montgomery St;0
Madison St & Seneca Ave;0
Madison St & Woodward Ave;0
Maiden Ln & Pearl St;0
Main St & Plymouth St;0
Malcolm X Blvd & DeKalb Ave;0
Manhattan Av & Leonard St;0
Marcus Garvey Blvd & Macon St;0
Marcy Ave & Lafayette Ave;0
Margaret Corbin Plz & Ft Washington Ave;0
Marion Ave & Mosholu Pkwy;0
Market St & Cherry St;0
Market St & Henry St;0
McDonald Ave & Vanderbilt St;0
McGuinness Blvd & Eagle St;0
McKibbin St & Bogart St;0
McKibbin St & Manhattan Ave;0
Melrose Ave & E 150 St;0
Melrose Ave & E 154 St;0
Melrose St & Broadway;0
Menahan St & Central Ave;0
Menahan St & Onderdonk Ave;0
Menahan St & Seneca Ave;0
Menahan St & Wyckoff Ave;0
Mercer St & Bleecker St;0
Mercer St & Spring St;0
Meserole Ave & Manhattan Ave;0
Metropolitan Ave & Bedford Ave;0
Metropolitan Ave & Meeker Ave;0
Metropolitan Ave & Stewart Ave;0
Metropolitan Ave & Vandervoort Ave;0
Milton St & Franklin St;0
Moffat St & Bushwick;0
Monroe St & Bedford Ave;0
Monroe St & Classon Ave;0
Monroe St & Marcus Garvey Blvd;0
Monroe St & Patchen Ave;0
Monroe St & Tompkins Ave;0
Montague St & Clinton St;0
Montgomery St & Franklin Ave;0
Montrose Ave & Bushwick Ave;0
Morgan Ave & Lombardy St;0
Morgan Ave & Maspeth Ave;0
Morningside Ave & W 123 St;0
Morningside Dr & Amsterdam Ave;0
Morris Ave & E 142 St;0
Morris Ave & E 153 St;0
Morris Ave & E 163 St;0
Morris Ave & E 171 St;0
Morris Ave & E 184 St;0
Morris Ave & E Burnside Ave;0
Morris Ave & McClellan St;0
Morton St & Washington St;0
Morton St & West St;0
Motorgate;0
Mott St & Prince St;0
Mount Eden Pkwy & Eastburn Ave;0
Mt Morris Park W & W 120 St;0
Murray St & Greenwich St;0
Murray St\t& West St;0
Myrtle Ave & Fleet Pl;0
Myrtle Ave & Grove St;0
Myrtle Ave & Lewis Ave;0
Myrtle Ave & Linden St;0
Myrtle Ave & Marcy Ave;0
Myrtle Ave & St Edwards St;0
N 11 St & Kent Ave;0
N 12 St & Bedford Ave;0
N 15 St & Wythe Ave;0
N 6 St & Bedford Ave;0
N Moore St & Hudson St;0
Nagle Ave & Ellwood St;0
Nagle Ave & Thayer St;0
Nassau Ave & Newell St;0
Nassau Ave & Russell St;0
Nassau St & Navy St;0
Nassau St\t& Duffield St;0
Nelson Ave & 167 St;0
Nelson Ave & W 172 St;0
Nevins St & Schermerhorn St;0
New York Ave & St Marks Ave;0
Newton Rd & 44 St;0
Newtown Ave & 23 St;0
Norfolk St & Broome St;0
Norman St & Wyckoff Ave;0
North Moore St & Greenwich St;0
Nostrand Ave & Myrtle Ave;0
Ocean Pkwy & Church Ave;0
Ogden Ave & Merriam Ave;0
Ogden Ave & W 164 St;0
Ogden Ave & W 165 St;0
Old Broadway & W 133 St;0
Old Fulton St;0
Old Slip & South St;0
Onderdonk Ave & Dekalb Ave;0
Onderdonk Ave & Gates Ave;0
Orchard St & Grand St;0
Pacific St & Classon Ave;0
Pacific St & Nevins St;0
Pacific St & Nostrand Ave;0
Pacific St & Rochester Ave;0
Pacific St & Troy Ave;0
Pacific St & Utica Ave;0
Parade Pl & Crooke Ave;0
Park Ave & E 124 St;0
Park Ave & E 162 St;0
Park Ave & Marcus Garvey Blvd;0
Park Ave & St Edwards St;0
Park Cir & East Dr;0
Park Pl & Buffalo Ave;0
Park Pl & Church St;0
Park Pl & Franklin Ave;0
Park Pl & Utica Ave;0
Patchen Ave & Bainbridge St;0
Paul Ave & Mosholu Pkwy;0
Paul Ave & W 205 St;0
Pearl St & Hanover Square;0
Pearl St & York St;0
Peck Slip & South St;0
Perry St & Bleecker St;0
Perry St & Greenwich Ave;0
Picnic Point;0
Pier 40 - Hudson River Park;0
Pierrepont St & Monroe Pl;0
Pike St & E Broadway;0
Pike St & Monroe St;0
Pinehurst Ave & W 187 St;0
Pioneer St & Richards St;0
Pioneer St & Van Brunt St;0
Pitt St & Stanton St;0
Plaza Dr & W 170 St;0
Plaza St East & Flatbush Ave;0
Plaza St West & Flatbush Ave;0
Pleasant Ave & E 116 St;0
Pleasant Ave & E 120 St;0
Popham Ave & W 174 St;0
Powers St & Olive St;0
President St & 4 Ave;0
President St & Henry St;0
Prospect Ave & E 151 St;0
Prospect Ave & E 167 St;0
Prospect Ave & Greenwood Ave;0
Prospect Ave & Jennings St;0
Prospect Ave & Longwood Ave;0
Prospect Ave & Vanderbilt St;0
Prospect Park SW & 10 Ave;0
Prospect Park SW & 16 St;0
Prospect Park SW & Greenwood Ave;0
Prospect Park SW & Vanderbilt St;0
Prospect Park W & 20 St;0
Prospect Park West & 8 St;0
Prospect Pl & 6 Ave;0
Prospect Pl & Nostrand Ave;0
Prospect Pl & Underhill Ave;0
Pulaski St & Marcus Garvey Blvd;0
Putnam Ave & Knickerbocker Ave;0
Putnam Ave & Nostrand Ave;0
Putnam Ave & Ralph Ave;0
Putnam Ave & Throop Ave;0
Putnam Ave & Wyckoff Ave;0
Queens Blvd & 56 St;0
Queens Plaza North & Crescent St;0
Railroad Ave & Kay Ave;0
Ralph Ave & Fulton St;0
Reade St & Broadway;0
Richards St & Delavan St;0
Richardson St & N Henry St;0
River Ave & E 151 St;0
River Ave & E 153 St;0
River Ave & McClellan St;0
River Ter & Warren St;0
Riverside Blvd & W 67 St;0
Riverside Dr & Broadway;0
Riverside Dr & W 104 St;0
Riverside Dr & W 138 St;0
Riverside Dr & W 145 St;0
Riverside Dr & W 148 St;0
Riverside Dr & W 153 St;0
Riverside Dr & W 72 St;0
Riverside Dr & W 78 St;0
Riverside Dr & W 82 St;0
Riverside Dr & W 91 St;0
Rivington St & Chrystie St;0
Rivington St & Ridge St;0
Rockaway Ave & Bainbridge St;0
Roebling St & N 4 St;0
Rogers Ave & Sterling St;0
Rogers Pl & E 165 St;0
Roosevelt Island Tramway;0
Rutgers St & Henry St;0
Ryer Ave & E 182 St;0
S 3 St & Bedford Ave;0
S 4 St & Rodney St;0
S 4 St & Wythe Ave;0
S 5 Pl & S 5 St;0
S Portland Ave & Hanson Pl;0
Sands St & Jay St;0
Sands St Gate;0
Schenectady Ave & Prospect Pl;0
Schermerhorn St & Court St;0
Schermerhorn St & Court St (2);0
Schermerhorn St & Hoyt St;0
Scholes St & Manhattan Ave;0
Seaman Ave & Beak St;0
Seaman Ave & Isham St;0
Sedgwick Ave & Hall of Fame Tce;0
Sedgwick Ave & W Burnside Ave;0
Sedgwick Ave & W Tremont Ave;0
Seneca Ave & Irvine St;0
Shakespeare Ave & W 169 St;0
Sharon St & Olive St;0
Sheridan Ave & E 168 St;0
Sheridan Ave & E 172 St;0
Sherman Ave & E 166 St;0
Sherman Ave & Thayer St;0
Shore Blvd & Astoria Park;0
Sigourney St & Columbia St;0
Skillman Ave & 43 Ave;0
Skillman Ave & 54 St;0
Skillman Ave & Honeywell St;0
Smith St & 3 St;0
Smith St & 9 St;0
Soissons Landing;0
Somers St & Broadway;0
Somers St & Rockaway Ave;0
South St & Broad St;0
South St & Gouverneur Ln;0
South St & Pike St;0
South St & Whitehall St;0
Southern Blvd & Avenue St. John;0
Southern Blvd & E 142 St;0
Southern Blvd & E 149 St;0
Southern Blvd & E 172 St;0
Southern Blvd & E 174 St;0
Southern Blvd & E 175 St;0
Southern Blvd & Tiffany St;0
Southpoint Park;0
Spring St & Hudson St;0
Spruce St & Gold St;0
Spruce St & Nassau St;0
St Ann's Ave & Westchester Ave;0
St James Pl & Oliver St;0
St James Pl & Pearl St;0
St Johns Pl & Utica Ave;0
St Johns Pl & Washington Ave;0
St Marks Ave & Ralph Ave;0
St Marks Ave & Rochester Ave;0
St Marks Pl & 1 Ave;0
St Marks Pl & 2 Ave;0
St Marks Pl & 4 Ave;0
St Mary's St & Jackson Ave;0
St Nicholas Ave & Manhattan Ave;0
St Nicholas Ave & W 134 St;0
St Nicholas Ave & W 137 St;0
St Nicholas Ave & W 150 St;0
St. Ann's Av & Bruckner Blvd;0
St. Ann's Ave & E 144 St;0
St. Johns Pl & Kingston Ave;0
St. Nicholas Ave & W 126 St;0
St. Nicholas Ave & W 155 St;0
St. Nicholas Ave & W 157 St;0
St. Nicholas Terrace & Convent Ave;0
Stagg St & Morgan Ave;0
Stagg St & Union Ave;0
Stanhope St & Fairview Ave;0
Stanton St & Chrystie St;0
Stanton St & Mangin St;0
Stanton St & Norfolk St;0
State St & Smith St;0
Steinway St & 19 Ave;0
Steinway St & 21 Ave;0
Steinway St & 23 Ave;0
Steinway St & 28 Ave;0
Steinway St & Broadway;0
Steinway St & Ditmars Blvd;0
Stephen St & Seneca Ave;0
Sterling Pl & 5 Ave;0
Sterling Pl & Bedford Ave;0
Sterling Pl & New York Ave;0
Sterling Pl & Schenectady Ave;0
Sterling St & Bedford Ave;0
Stewart Ave & Johnson Ave;0
Stockholm St & Wilson Ave;0
Stuyvesant Ave & Gates Ave;0
Stuyvesant Ave & Hart St;0
Stuyvesant Walk & 1 Av Loop;0
Suffolk St & Stanton St;0
Sullivan Pl & Bedford Ave;0
Sullivan Pl & Franklin Ave;0
Sullivan St & Washington Sq;0
Sumpter St & Fulton St;0
Sunken Meadow Comfort Station;0
Suydam St & Broadway;0
Suydam St & Knickerbocker Ave;0
Suydam St & St. Nicholas Ave;0
Thomas S. Boyland St & Fulton St;0
Thomas S. Boyland St & Macon St;0
Thomas S. Boyland St & Marion St;0
Thompson St & Bleecker St;0
Throop Ave & Myrtle Ave;0
Tiebout Ave & E 184 St;0
Tiebout Ave & E Fordham Road;0
Tinton Ave & E 165 St;0
Tompkins Ave & Hopkins St;0
Townsend Ave & E 175 St;0
Troy Ave & Sterling Pl;0
Underhill Ave & Lincoln Pl;0
Underhill Ave & Pacific St;0
Union Ave & E 169 St;0
Union Ave & Jackson St;0
Union Ave & N 12 St;0
Union Ave & Wallabout St;0
Union St & 4 Ave;0
Union St & Bedford Ave;0
Union St & Nevins St;0
University Ave & Brandt Pl;0
University Ave & Macombs Rd;0
University Ave & W 168 St;0
University Ave & W Burnside Ave;0
University Pl & E 14 St;0
University Pl & E 8 St;0
Valentine Ave & E 181 St;0
Valentine Ave & E 183 St;0
Van Brunt St & Van Dyke St;0
Van Brunt St & Wolcott St;0
Van Buren St & Broadway;0
Van Dam St & Greenpoint Ave;0
Van Sinderen Ave & Atlantic Ave;0
Van Sinderen Ave & Truxton St;0
Vernon Blvd & 10 St;0
Vernon Blvd & 31 Ave;0
Vernon Blvd & 41 Rd;0
Vernon Blvd & 47 Rd;0
Vernon Blvd & 50 Ave;0
Vernon Blvd & Queens Plaza S;0
Verona Pl & Fulton St;0
Vesey Pl & River Terrace;0
Vesey St & Church St;0
W 10 St & Washington St;0
W 100 St & Broadway;0
W 100 St & Manhattan Ave;0
W 104 St & Amsterdam Ave;0
W 106 St & Amsterdam Ave;0
W 106 St & Central Park West;0
W 107 St & Columbus Ave;0
W 11 St & 6 Ave;0
W 110 St & Amsterdam Ave;0
W 111 St & 5 Ave;0
W 113 St & Broadway;0
W 116 St & Amsterdam Ave;0
W 116 St & Broadway;0
W 12 St & Hudson St;0
W 120 St & Claremont Ave;0
W 129 St & Convent Ave;0
W 13 St & 5 Ave;0
W 13 St & 7 Ave;0
W 133 St & 12 Ave;0
W 135 St & Lenox Terrace Pl;0
W 140 St & Riverside Dr;0
W 144 St & Adam Clayton Powell Blvd;0
W 145 St & Amsterdam Ave;0
W 146 St & Broadway;0
W 147 St & Adam Clayton Powell Blvd;0
W 148 St & Amsterdam Ave;0
W 15 St & 10 Ave;0
W 15 St & 6 Ave;0
W 15 St & 7 Ave;0
W 155 St & Frederick Douglass Blvd;0
W 159 St & Edgecombe Ave;0
W 16 St & The High Line;0
W 160 St & St. Nicholas Ave;0
W 163 St & Edgecombe Ave;0
W 163 St & Riverside Dr;0
W 165 St & Fort Washington Ave;0
W 168th S & Fort Washington Ave;0
W 17 St & 7 Ave;0
W 17 St & 8 Ave;0
W 170 St & University Ave;0
W 171 St & St. Nicholas Ave;0
W 176 St & Montgomery Ave;0
W 18 St & 6 Ave;0
W 180 St & Ft Washington Ave;0
W 181 St & Riverside Dr;0
W 186 St & St. Nicholas Ave;0
W 190 St & Broadway;0
W 190 St & St. Nicholas Ave;0
W 192 St & University Ave;0
W 20 St & 10 Ave;0
W 20 St & 7 Ave;0
W 20 St & 8 Ave;0
W 204 St & Nagle Ave;0
W 204 St & Vermilyea Ave;0
W 21 St & 6 Ave;0
W 211 St & 10 Ave;0
W 218 St & Broadway;0
W 218 St & Indian Rd;0
W 22 St & 10 Ave;0
W 22 St & 8 Ave;0
W 225 St & Exterior St;0
W 24 St & 7 Ave;0
W 25 St & 6 Ave;0
W 26 St & 10 Ave;0
W 26 St & 8 Ave;0
W 27 St & 7 Ave;0
W 29 St & 9 Ave;0
W 30 St & 10 Ave;0
W 30 St & 8 Ave;0
W 31 St & 7 Ave;0
W 33 St & 10 Ave;0
W 34 St & 11 Ave;0
W 34 St & Hudson Blvd E;0
W 35 St & 8 Ave;0
W 35 St & 9 Ave;0
W 35 St & Dyer Ave;0
W 36 St & 7 Ave;0
W 36 St & 9 Ave;0
W 37 St & 10 Ave;0
W 37 St & 5 Ave;0
W 37 St & Broadway;0
W 4 St & 7 Ave S;0
W 40 St & 5 Ave;0
W 40 St & 7 Ave;0
W 41 St & 8 Ave;0
W 42 St & 6 Ave;0
W 42 St & 8 Ave;0
W 42 St & Dyer Ave;0
W 43 St & 10 Ave;0
W 44 St & 11 Ave;0
W 44 St & 5 Ave;0
W 45 St & 8 Ave;0
W 46 St & 11 Ave;0
W 47 St & 10 Ave;0
W 47 St & 6 Ave;0
W 47 St & 9 Ave;0
W 48 St &  Rockefeller Plaza;0
W 49 St & 8 Ave;0
W 50 St & 10 Ave;0
W 50 St & 9 Ave;0
W 51 St & 6 Ave;0
W 51 St & Rockefeller Plaza;0
W 52 St & 11 Ave;0
W 52 St & 6 Ave;0
W 53 St & 10 Ave;0
W 54 St & 11 Ave;0
W 54 St & 9 Ave;0
W 55 St & 6 Ave;0
W 56 St & 10 Ave;0
W 56 St & 6 Ave;0
W 56 St & 8 Ave;0
W 59 St & 10 Ave;0
W 63 St & Broadway;0
W 64 St & Thelonious Monk Circle;0
W 67 St & Broadway;0
W 70 St & Amsterdam Ave;0
W 74 St & Columbus Ave;0
W 76 St & Columbus Ave;0
W 82 St & Central Park West;0
W 84 St & Broadway;0
W 84 St & Columbus Ave;0
W 87 St & Amsterdam Ave;0
W 87 St & West End Ave;0
W 89 St & Columbus Ave;0
W 90 St & Amsterdam Ave;0
W 92 St & Broadway;0
W 95 St & Broadway;0
W Broadway & Spring St;0
W Broadway & W Houston St;0
W Burnside Ave & University Ave;0
W Fordham Rd & Loring Pl N;0
W Mosholu Pkwy S & Sedgwick Ave;0
W Tremont Ave & Grand Ave;0
W Tremont Ave & Matthewson Rd;0
W Tremont Ave & Montgomery Ave;0
Wadsworth Ave & W 175 St;0
Wadsworth Ave & W 179 St;0
Wakeman Pl & Ridge Blvd;0
Wales Ave & E 147 St;0
Walker St & Baxter St;0
Walnut Ave & E 136 St;0
Walton Ave & E 153 St;0
Walton Ave & E 168 St;0
Walton Ave & E 171 St;0
Walton Ave & E 183 St;0
Wards Meadow Comfort Station;0
Warren St & Court St;0
Warren St & Smith St;0
Warren St & W Broadway;0
Washington Ave & E 163 St;0
Washington Ave & E 167 St;0
Washington Ave & E 174 St;0
Washington Ave & Greene Ave;0
Washington Ave & Park Ave;0
Washington Park;0
Washington Pl & 6 Ave;0
Washington Pl & Broadway;0
Washington Square E;0
Washington St & Barrow St;0
Washington St & Gansevoort St;0
Washington St & Laight St;0
Water St &  Fletcher St;0
Water St & Gouverneur Ln;0
Water St & Main St;0
Waterbury St & Stagg St;0
Waterloo Pl & Crotona Park East;0
Watts St & Greenwich St;0
Webb Ave & W 190 St;0
Webster Ave & E 166 St;0
Webster Ave & Ford St;0
Weeks Ave & E 175 St;0
West Broadway & Watts St;0
West Drive & Prospect Park West;0
West End Ave & W 107 St;0
West End Ave & W 60 St;0
West End Ave & W 78 St;0
West End Ave & W 94 St;0
West Farms Rd & Boone Ave;0
West St & Chambers St;0
West St & Liberty St;0
West Thames St;0
Westchester Ave & E 156 St;0
Westchester Ave & Jackson Ave;0
Westchester Ave & Longwood Ave;0
Westchester Ave & Southern Blvd;0
White St & Johnson Ave;0
White St & Moore St;0
Whitehall St & Bridge St;0
Wilkins Ave & Crotona Park E;0
William St & Pine St;0
Willis Ave & Bruckner Blvd;0
Willis Ave & E 137 St;0
Willis Ave & E 141 St;0
Willis Ave & E 143 St;0
Willoughby Ave & Hall St;0
Willoughby Ave & Myrtle Ave;0
Willoughby Ave & Onderdonk Ave;0
Willoughby Ave & Tompkins Ave;0
Willoughby Ave & Walworth St;0
Willoughby Ave & Wyckoff Ave;0
Willoughby St & Ashland Pl;0
Willoughby St & Fleet St;0
Willow Ave & E 133 St;0
Wilson Ave & Moffat St;0
Wilson Ave & Troutman St;0
Windsor Pl & 8 Ave;0
Windsor Pl & Howard Pl;0
Withers St & Kingsland Ave;0
Wolcott St & Dwight St;0
Woodside Ave & 55 St;0
Woodside Ave & 60 St;0
Woodside Ave & 69 St;0
Woodside Ave & Roosevelt Ave;0
Woodward Ave & Harman St;0
Wyckoff Av & Jefferson St;0
Wyckoff Av & Stanhope St;0
Wyckoff Ave & Gates Ave;0
Wyckoff St & Nevins St;0
Wythe Ave & Metropolitan Ave;0
Yankee Ferry Terminal;0
