J;F;M;A;M;J;J;A;S;O;N;D;Station
0;0;0;0;0;0;0;0;0;6687;4170;0;E 20 St & 2 Ave
0;0;0;0;0;0;0;0;0;5315;4583;0;E 20 St & FDR Dr
0;0;0;0;0;0;0;0;0;4644;3570;0;E 20 St & Park Ave
0;0;0;0;0;0;0;0;0;97;91;0;E 201 St & Briggs Ave
0;0;0;0;0;0;0;0;0;5004;3801;0;E 22 St & 2 Ave
0;0;0;0;0;0;0;0;0;4801;4726;0;E 23 St & 1 Ave
0;0;0;0;0;0;0;0;0;3814;3375;0;E 25 St & 1 Ave
0;0;0;0;0;0;0;0;0;5629;4801;0;E 25 St & 2 Ave
0;0;0;0;0;0;0;0;0;4101;3012;0;E 26 St & 3 Ave
0;0;0;0;0;0;0;0;0;4875;4317;0;E 27 St & 1 Ave
0;0;0;0;0;0;0;0;0;4032;3652;0;E 27 St & Park Ave S
0;0;0;0;0;0;0;0;0;2326;3043;0;E 3 St & 1 Ave
0;0;0;0;0;0;0;0;0;212;189;0;E 3 St & Church Ave
0;0;0;0;0;0;0;0;0;7476;4922;0;E 30 St & Park Ave S
0;0;0;0;0;0;0;0;0;329;2558;0;E 31 St & 3 Ave
0;0;0;0;0;0;0;0;0;0;2182;0;E 32 St & Park Ave
0;0;0;0;0;0;0;0;0;9274;7520;0;E 33 St & 1 Ave
0;0;0;0;0;0;0;0;0;5449;4681;0;E 33 St & 5 Ave
0;0;0;0;0;0;0;0;0;2651;2490;0;E 35 St & Madison Ave
0;0;0;0;0;0;0;0;0;5333;4541;0;E 39 St & 2 Ave
0;0;0;0;0;0;0;0;0;3902;3321;0;E 39 St & Lexington Ave
0;0;0;0;0;0;0;0;0;4796;5252;0;E 4 St & 2 Ave
0;0;0;0;0;0;0;0;0;3673;168;0;E 4 St & Ave B
0;0;0;0;0;0;0;0;0;2972;1369;0;E 40 St & 5 Ave
0;0;0;0;0;0;0;0;0;8371;7678;0;E 40 St & Park Ave
0;0;0;0;0;0;0;0;0;3794;3762;0;E 41 St & Madison Ave (SE corner)
0;0;0;0;0;0;0;0;0;3383;3328;0;E 41 St & Madison Ave (SW corner)
0;0;0;0;0;0;0;0;0;1975;1908;0;E 43 St & 2 Ave
0;0;0;0;0;0;0;0;0;2789;2341;0;E 44 St & 2 Ave
0;0;0;0;0;0;0;0;0;5818;5140;0;E 44 St & Lexington Ave
0;0;0;0;0;0;0;0;0;2345;2001;0;E 45 St & 3 Ave
0;0;0;0;0;0;0;0;0;2398;2124;0;E 47 St & 1 Ave
0;0;0;0;0;0;0;0;0;3825;3665;0;E 47 St & 2 Ave
0;0;0;0;0;0;0;0;0;5000;4535;0;E 47 St & Park Ave
0;0;0;0;0;0;0;0;0;3320;2983;0;E 48 St & 3 Ave
0;0;0;0;0;0;0;0;0;3288;2791;0;E 48 St & 5 Ave
0;0;0;0;0;0;0;0;0;5268;3974;0;E 5 St & Ave A
0;0;0;0;0;0;0;0;0;3171;2651;0;E 5 St & Avenue C
0;0;0;0;0;0;0;0;0;3622;60;0;E 5 St & Cooper Sq
0;0;0;0;0;0;0;0;0;1612;1587;0;E 50 St & Park Ave
0;0;0;0;0;0;0;0;0;3044;2596;0;E 51 St & 1 Ave
0;0;0;0;0;0;0;0;0;3566;2852;0;E 51 St & 2 Ave
0;0;0;0;0;0;0;0;0;2143;1946;0;E 51 St & Lexington Ave
0;0;0;0;0;0;0;0;0;2232;3007;0;E 53 St & 3 Ave
0;0;0;0;0;0;0;0;0;4563;3986;0;E 53 St & Lexington Ave
0;0;0;0;0;0;0;0;0;3584;3389;0;E 53 St & Madison Ave
0;0;0;0;0;0;0;0;0;3854;2871;0;E 54 St & 1 Ave
0;0;0;0;0;0;0;0;0;6789;5813;0;E 55 St & 2 Ave
0;0;0;0;0;0;0;0;0;965;0;0;E 56 St & 3 Ave
0;0;0;0;0;0;0;0;0;3108;2922;0;E 56 St & Madison Ave
0;0;0;0;0;0;0;0;0;0;1749;0;E 58 St & 1 Ave (NE Corner)
0;0;0;0;0;0;0;0;0;0;3876;0;E 58 St & 1 Ave (NW Corner)
0;0;0;0;0;0;0;0;0;2820;2889;0;E 58 St & Madison Ave
0;0;0;0;0;0;0;0;0;3786;3706;0;E 59 St & Madison Ave
0;0;0;0;0;0;0;0;0;3443;0;0;E 6 St & 2 Ave
0;0;0;0;0;0;0;0;0;5110;3834;0;E 6 St & Avenue B
0;0;0;0;0;0;0;0;0;3867;3047;0;E 6 St & Avenue D
0;0;0;0;0;0;0;0;0;2120;2116;0;E 60 St & York Ave
0;0;0;0;0;0;0;0;0;1808;0;0;E 63 St & 3 Ave
0;0;0;0;0;0;0;0;0;2452;2209;0;E 65 St & 2 Ave
0;0;0;0;0;0;0;0;0;1620;1297;0;E 66 St & Madison Ave
0;0;0;0;0;0;0;0;0;1954;1976;0;E 67 St & Park Ave
0;0;0;0;0;0;0;0;0;2434;2374;0;E 68 St & 3 Ave
0;0;0;0;0;0;0;0;0;2099;1809;0;E 68 St & Madison Ave
0;0;0;0;0;0;0;0;0;2831;3455;0;E 7 St & Ave B
0;0;0;0;0;0;0;0;0;2329;3031;0;E 7 St & Ave C
0;0;0;0;0;0;0;0;0;2088;4617;0;E 7 St & Avenue A
0;0;0;0;0;0;0;0;0;3066;2350;0;E 72 St & Park Ave
0;0;0;0;0;0;0;0;0;5261;5213;0;E 72 St & York Ave
0;0;0;0;0;0;0;0;0;3912;3565;0;E 74 St & 1 Ave
0;0;0;0;0;0;0;0;0;2531;2197;0;E 75 St & 3 Ave
0;0;0;0;0;0;0;0;0;3004;2652;0;E 76 St & Park Ave
0;0;0;0;0;0;0;0;0;2554;2591;0;E 77 St & 3 Ave
0;0;0;0;0;0;0;0;0;1900;1756;0;E 78 St & 2 Ave
0;0;0;0;0;0;0;0;0;447;276;0;E 8 St & Caton Ave
0;0;0;0;0;0;0;0;0;2797;2326;0;E 80 St & 2 Ave
0;0;0;0;0;0;0;0;0;1908;1991;0;E 81 St & 3 Ave
0;0;0;0;0;0;0;0;0;1610;1428;0;E 81 St & Park Ave
0;0;0;0;0;0;0;0;0;2815;2761;0;E 81 St & York Ave
0;0;0;0;0;0;0;0;0;2019;1911;0;E 82 St & East End Ave
0;0;0;0;0;0;0;0;0;3817;3875;0;E 84 St & 1 Ave
0;0;0;0;0;0;0;0;0;2679;2365;0;E 84 St & Park Ave
0;0;0;0;0;0;0;0;0;6149;4905;0;E 85 St & 3 Ave
0;0;0;0;0;0;0;0;0;2339;295;0;E 85 St & York Ave
0;0;0;0;0;0;0;0;0;3371;2778;0;E 88 St & 1 Ave
0;0;0;0;0;0;0;0;0;2616;2223;0;E 88 St & Park Ave
0;0;0;0;0;0;0;0;0;2704;2302;0;E 89 St & 3 Ave
0;0;0;0;0;0;0;0;0;2778;2618;0;E 89 St & York Ave
0;0;0;0;0;0;0;0;0;4647;3801;0;E 9 St & 5 Ave
0;0;0;0;0;0;0;0;0;4164;3011;0;E 9 St & Avenue C
0;0;0;0;0;0;0;0;0;3947;3207;0;E 91 St & 2 Ave
0;0;0;0;0;0;0;0;0;2756;2434;0;E 91 St & Park Ave
0;0;0;0;0;0;0;0;0;2400;1849;0;E 93 St & 2 Ave
0;0;0;0;0;0;0;0;0;1768;1455;0;E 95 St & 3 Ave
0;0;0;0;0;0;0;0;0;1069;914;0;E 97 St & 3 Ave
0;0;0;0;0;0;0;0;0;2848;2562;0;E 97 St & Madison Ave
0;0;0;0;0;0;0;0;0;1068;1029;0;E 98 St & Park Ave
0;0;0;0;0;0;0;0;0;732;523;0;E Burnside Ave & Ryer Ave
0;0;0;0;0;0;0;0;0;849;858;0;E Fordham Rd & Webster Ave
0;0;0;0;0;0;0;0;0;3153;2478;0;E Houston St & Columbia St
0;0;0;0;0;0;0;0;0;119;82;0;E Mosholu Pkwy & E 204 St
0;0;0;0;0;0;0;0;0;182;129;0;E Mosholu Pkwy & Van Cortlandt Ave E
0;0;0;0;0;0;0;0;0;448;385;0;E Tremont Ave & E 176 St
0;0;0;0;0;0;0;0;0;196;184;0;E Tremont Ave & Jerome Ave
0;0;0;0;0;0;0;0;0;1489;1567;0;East End Ave & E 86 St
0;0;0;0;0;0;0;0;0;2904;2083;0;Eastern Pkwy & Franklin Ave
0;0;0;0;0;0;0;0;0;0;348;0;Eastern Pkwy & Kingston Ave
0;0;0;0;0;0;0;0;0;0;12;0;Eastern Pkwy & Rochester Ave
0;0;0;0;0;0;0;0;0;0;136;0;Eastern Pkwy & Troy Ave
0;0;0;0;0;0;0;0;0;1667;1249;0;Eastern Pkwy & Washington Ave
0;0;0;0;0;0;0;0;0;1218;1012;0;Edgecombe Ave & W 141 St
0;0;0;0;0;0;0;0;0;1009;871;0;Edgecombe Ave & W 145 St
0;0;0;0;0;0;0;0;0;216;219;0;Edgecombe Ave & W 150 St
0;0;0;0;0;0;0;0;0;280;302;0;Edgecombe Ave & W 167 St
0;0;0;0;0;0;0;0;0;449;375;0;Eldert St & Bushwick Ave
0;0;0;0;0;0;0;0;0;2861;2333;0;Emerson Pl & Myrtle Ave
0;0;0;0;0;0;0;0;0;968;741;0;Engert Ave & McGuinness Blvd
0;0;0;0;0;0;0;0;0;859;593;0;Evergreen Ave & Noll St
0;0;0;0;0;0;0;0;0;101;59;0;Faile St & Garrison Ave
0;0;0;0;0;0;0;0;0;417;445;0;Fairview Ave & Linden St
0;0;0;0;0;0;0;0;0;4924;4195;0;FDR Drive & E 35 St
0;0;0;0;0;0;0;0;0;85;123;0;Featherbed Ln & Jerome Ave
0;0;0;0;0;0;0;0;0;324;286;0;Featherbed Ln & Nelson Ave
0;0;0;0;0;0;0;0;0;341;141;0;Flatbush Ave & Eastern Pkwy
0;0;0;0;0;0;0;0;0;2830;2151;0;Flatbush Ave & Ocean Ave
0;0;0;0;0;0;0;0;0;2843;2118;0;Flushing Ave & Vanderbilt Ave
0;0;0;0;0;0;0;0;0;788;602;0;Flushing Ave & Woodward Ave
0;0;0;0;0;0;0;0;0;878;725;0;Forest Ave & Summerfield St
0;0;0;0;0;0;0;0;0;3343;2991;0;Forsyth St & Broome St
0;0;0;0;0;0;0;0;0;4115;3249;0;Forsyth St & Canal St
0;0;0;0;0;0;0;0;0;6229;5220;0;Forsyth St\t& Grand St
0;0;0;0;0;0;0;0;0;511;502;0;Fort Washington Ave & W 173 St
0;0;0;0;0;0;0;0;0;544;484;0;Fort Washington Ave & W 183 St
0;0;0;0;0;0;0;0;0;802;502;0;Franklin Ave & E 169 St
0;0;0;0;0;0;0;0;0;840;766;0;Franklin Ave & Myrtle Ave
0;0;0;0;0;0;0;0;0;2355;1399;0;Franklin Ave & St Marks Ave
0;0;0;0;0;0;0;0;0;3579;2953;0;Franklin St & Dupont St
0;0;0;0;0;0;0;0;0;1989;1777;0;Franklin St & W Broadway
0;0;0;0;0;0;0;0;0;203;171;0;Frederick Douglass Blvd & Harlem River Dr
0;0;0;0;0;0;0;0;0;3957;3009;0;Frederick Douglass Blvd & W 112 St
0;0;0;0;0;0;0;0;0;2505;2077;0;Frederick Douglass Blvd & W 115 St
0;0;0;0;0;0;0;0;0;3825;3103;0;Frederick Douglass Blvd & W 117 St
0;0;0;0;0;0;0;0;0;901;678;0;Frederick Douglass Blvd & W 129 St
0;0;0;0;0;0;0;0;0;814;577;0;Frederick Douglass Blvd & W 139 St
0;0;0;0;0;0;0;0;0;794;702;0;Frederick Douglass Blvd & W 145 St
0;0;0;0;0;0;0;0;0;138;110;0;Freeman St & Reverend James A Polite Ave
0;0;0;0;0;0;0;0;0;348;321;0;Freeman St & Southern Blvd
0;0;0;0;0;0;0;0;0;1050;962;0;Front St & Gold St
0;0;0;0;0;0;0;0;0;2675;2238;0;Front St & Jay St
0;0;0;0;0;0;0;0;0;547;470;0;Frost St & Debevoise Ave
0;0;0;0;0;0;0;0;0;1134;874;0;Frost St & Meeker Ave
0;0;0;0;0;0;0;0;0;563;433;0;Ft. Hamilton Pkwy & E 2 St
0;0;0;0;0;0;0;0;0;452;319;0;Ft. Hamilton Pkwy & E 5 St
0;0;0;0;0;0;0;0;0;288;269;0;Ft. Washington Ave & W 190 St
0;0;0;0;0;0;0;0;0;535;449;0;Fulton Ave & E 168 St
0;0;0;0;0;0;0;0;0;378;265;0;Fulton Ave & E 172 St
0;0;0;0;0;0;0;0;0;372;357;0;Fulton Ave & St. Paul's Pl
0;0;0;0;0;0;0;0;0;4074;3401;0;Fulton St & Adams St
0;0;0;0;0;0;0;0;0;4253;2839;0;Fulton St & Broadway
0;0;0;0;0;0;0;0;0;1469;1300;0;Fulton St & Clermont Ave
0;0;0;0;0;0;0;0;0;1667;1353;0;Fulton St & Irving Pl
0;0;0;0;0;0;0;0;0;66;111;0;Fulton St & Saratoga Ave
0;0;0;0;0;0;0;0;0;1030;671;0;Fulton St & Utica Ave
0;0;0;0;0;0;0;0;0;2467;2107;0;Fulton St & Waverly Ave
0;0;0;0;0;0;0;0;0;2779;2232;0;Fulton St & William St
0;0;0;0;0;0;0;0;0;3839;3413;0;Gansevoort St & Hudson St
0;0;0;0;0;0;0;0;0;1918;1738;0;Garfield Pl & 8 Ave
0;0;0;0;0;0;0;0;0;141;101;0;Garrison Ave & Manida St
0;0;0;0;0;0;0;0;0;960;760;0;George St & Wilson Ave
0;0;0;0;0;0;0;0;0;325;203;0;Gerard Ave & E 146 St
0;0;0;0;0;0;0;0;0;190;144;0;Gerard Ave & E 164 St
0;0;0;0;0;0;0;0;0;262;242;0;Gerard Ave & E 165 St
0;0;0;0;0;0;0;0;0;145;159;0;Gerard Ave & McClellan St
0;0;0;0;0;0;0;0;0;368;392;0;Goble Pl & Macombs Rd
0;0;0;0;0;0;0;0;0;207;222;0;Goulden Ave & Bedford Park Blvd W
0;0;0;0;0;0;0;0;0;230;217;0;Goulden Ave & W 197 St
0;0;0;0;0;0;0;0;0;213;251;0;Goulden Ave & W 205 St
0;0;0;0;0;0;0;0;0;3549;2507;0;Graham Ave & Conselyea St
0;0;0;0;0;0;0;0;0;2631;2034;0;Graham Ave & Grand St
0;0;0;0;0;0;0;0;0;902;774;0;Graham Ave & Herbert St
0;0;0;0;0;0;0;0;0;1538;1218;0;Graham Ave & Withers St
0;0;0;0;0;0;0;0;0;4191;3071;0;Gramercy Park N & Gramercy Park E
0;0;0;0;0;0;0;0;0;8465;7351;0;Grand Army Plaza & Central Park S
0;0;0;0;0;0;0;0;0;2309;2018;0;Grand Army Plaza & Plaza St West
0;0;0;0;0;0;0;0;0;1749;1545;0;Grand Ave & Bergen St
0;0;0;0;0;0;0;0;0;297;262;0;Grand Ave & W 181 St
0;0;0;0;0;0;0;0;0;176;136;0;Grand Ave & W Fordham Rd
0;0;0;0;0;0;0;0;0;933;667;0;Grand Concourse & E 144 St
0;0;0;0;0;0;0;0;0;434;353;0;Grand Concourse & E 156 St
0;0;0;0;0;0;0;0;0;1176;978;0;Grand Concourse & E 161 St
0;0;0;0;0;0;0;0;0;600;485;0;Grand Concourse & E 164 St
0;0;0;0;0;0;0;0;0;1148;747;0;Grand Concourse & E 166 St
0;0;0;0;0;0;0;0;0;1000;778;0;Grand Concourse & E 167 St
0;0;0;0;0;0;0;0;0;563;500;0;Grand Concourse & E 171 St
0;0;0;0;0;0;0;0;0;265;177;0;Grand Concourse & E 175 St
0;0;0;0;0;0;0;0;0;320;256;0;Grand Concourse & E 192 St
0;0;0;0;0;0;0;0;0;370;399;0;Grand Concourse & E 196 St
0;0;0;0;0;0;0;0;0;421;369;0;Grand Concourse & E 197 St
0;0;0;0;0;0;0;0;0;186;212;0;Grand Concourse & E 199 St
0;0;0;0;0;0;0;0;0;160;165;0;Grand Concourse & E 203 St
0;0;0;0;0;0;0;0;0;131;171;0;Grand Concourse & E 205 St
0;0;0;0;0;0;0;0;0;109;107;0;Grand Concourse & E Mosholu Pkwy S
0;0;0;0;0;0;0;0;0;503;413;0;Grand Concourse & East Mount Eden Ave
0;0;0;0;0;0;0;0;0;7588;6528;0;Grand St & Elizabeth St
0;0;0;0;0;0;0;0;0;3288;2823;0;Grand St & Greene St
0;0;0;0;0;0;0;0;0;3283;2546;0;Grand St & Havemeyer St
0;0;0;0;0;0;0;0;0;3179;2804;0;Grand St & Samuel Dickstein Plaza
0;0;0;0;0;0;0;0;0;574;0;0;Grant Ave & E 169 St
0;0;0;0;0;0;0;0;0;6499;5200;0;Great Jones St
0;0;0;0;0;0;0;0;0;485;361;0;Green St & McGuinness Blvd
0;0;0;0;0;0;0;0;0;1003;756;0;Greene Av & Myrtle Av
0;0;0;0;0;0;0;0;0;508;456;0;Greene Ave & Grandview Ave
0;0;0;0;0;0;0;0;0;1534;1201;0;Greene Ave & Nostrand Ave
0;0;0;0;0;0;0;0;0;1423;1156;0;Greene Ave & Throop Ave
0;0;0;0;0;0;0;0;0;2711;2363;0;Greene St & Prince St
0;0;0;0;0;0;0;0;0;538;484;0;Greenpoint Ave & 47 St
0;0;0;0;0;0;0;0;0;3052;1706;0;Greenpoint Ave & Manhattan Ave
0;0;0;0;0;0;0;0;0;3077;2706;0;Greenwich St & Hubert St
0;0;0;0;0;0;0;0;0;3166;2600;0;Greenwich St & Perry St
0;0;0;0;0;0;0;0;0;1128;0;0;Greenwich St & Rector St
0;0;0;0;0;0;0;0;0;4854;3698;0;Greenwich St & W Houston St
0;0;0;0;0;0;0;0;0;330;274;0;Greenwood Ave & E 4 St
0;0;0;0;0;0;0;0;0;1237;988;0;Grove St & Broadway
0;0;0;0;0;0;0;0;0;847;564;0;Halsey St & Broadway
0;0;0;0;0;0;0;0;0;341;323;0;Halsey St & Evergreen Ave
0;0;0;0;0;0;0;0;0;208;292;0;Halsey St & Ralph Ave
0;0;0;0;0;0;0;0;0;1583;1290;0;Halsey St & Tompkins Ave
0;0;0;0;0;0;0;0;0;665;455;0;Hamilton Pl & W 140 St
0;0;0;0;0;0;0;0;0;1567;1277;0;Hancock St & Bedford Ave
0;0;0;0;0;0;0;0;0;796;600;0;Hancock St & Malcolm X Blvd
0;0;0;0;0;0;0;0;0;565;512;0;Hancock St & Stuyvesant Ave
0;0;0;0;0;0;0;0;0;434;388;0;Hancock St & Wyckoff Ave
0;0;0;0;0;0;0;0;0;5331;3676;0;Hanson Pl & Ashland Pl
0;0;0;0;0;0;0;0;0;288;236;0;Harlem River Dr & W 155 St
0;0;0;0;0;0;0;0;0;420;377;0;Harman St & Seneca Ave
0;0;0;0;0;0;0;0;0;456;316;0;Harrison Pl & Porter Ave
0;0;0;0;0;0;0;0;0;1588;1187;0;Harrison St & Hudson St
0;0;0;0;0;0;0;0;0;535;404;0;Hart St & Wyckoff Ave
0;0;0;0;0;0;0;0;0;310;202;0;Hazen St & 20 Ave
0;0;0;0;0;0;0;0;0;2714;2055;0;Henry St & Atlantic Ave
0;0;0;0;0;0;0;0;0;261;259;0;Henry St & Bay St
0;0;0;0;0;0;0;0;0;1872;1482;0;Henry St & Degraw St
0;0;0;0;0;0;0;0;0;5147;4410;0;Henry St & Grand St
0;0;0;0;0;0;0;0;0;1150;1049;0;Henry St & Middagh St
0;0;0;0;0;0;0;0;0;1340;1117;0;Henry St & Remsen St
0;0;0;0;0;0;0;0;0;190;178;0;Henry St & W 9 St
0;0;0;0;0;0;0;0;0;0;221;0;Herkimer St & New York Ave
0;0;0;0;0;0;0;0;0;2460;1929;0;Hicks St & Montague St
0;0;0;0;0;0;0;0;0;247;262;0;Hoe Ave & Jennings St
0;0;0;0;0;0;0;0;0;387;392;0;Home St & Westchester Ave
0;0;0;0;0;0;0;0;0;3150;2291;0;Hope St & Union Ave
0;0;0;0;0;0;0;0;0;339;339;0;Hoyt St & Warren St
0;0;0;0;0;0;0;0;0;1577;0;0;Hudson Blvd E & W 36 St
0;0;0;0;0;0;0;0;0;3164;2755;0;Hudson St & Reade St
0;0;0;0;0;0;0;0;0;5416;3775;0;Hudson St & W 13 St
0;0;0;0;0;0;0;0;0;856;652;0;Humboldt St & Varet St
0;0;0;0;0;0;0;0;0;100;91;0;Hunts Point Ave & Bryant Ave
0;0;0;0;0;0;0;0;0;2764;1871;0;Huron St & Franklin St
0;0;0;0;0;0;0;0;0;931;608;0;Icahn Stadium
0;0;0;0;0;0;0;0;0;2819;2177;0;India St & Manhattan Ave
0;0;0;0;0;0;0;0;0;1689;1300;0;India St Pier
0;0;0;0;0;0;0;0;0;174;148;0;Intervale Ave & Kelly St
0;0;0;0;0;0;0;0;0;269;276;0;Intervale Ave & Westchester Ave
0;0;0;0;0;0;0;0;0;127;86;0;Inwood Ave & W 170 St
0;0;0;0;0;0;0;0;0;885;620;0;Irving Ave & DeKalb Ave
0;0;0;0;0;0;0;0;0;716;537;0;Irving Ave & Halsey St
0;0;0;0;0;0;0;0;0;906;650;0;Irving Ave & Harman St
0;0;0;0;0;0;0;0;0;1243;913;0;Irving Ave & Jefferson St
0;0;0;0;0;0;0;0;0;526;401;0;Irving Ave & Palmetto St
0;0;0;0;0;0;0;0;0;507;454;0;Isham St & Broadway
0;0;0;0;0;0;0;0;0;2132;1771;0;Jackson Ave & 46 Rd
0;0;0;0;0;0;0;0;0;876;629;0;Jackson St & Leonard St
0;0;0;0;0;0;0;0;0;2773;2196;0;Jay St & Tech Pl
0;0;0;0;0;0;0;0;0;2628;2241;0;Jay St & York St
0;0;0;0;0;0;0;0;0;578;525;0;Jefferson Ave & Evergreen Ave
0;0;0;0;0;0;0;0;0;928;599;0;Jefferson St & Cypress Ave
0;0;0;0;0;0;0;0;0;134;143;0;Jerome Ave & Anderson Ave
0;0;0;0;0;0;0;0;0;451;394;0;Jerome Ave & Bedford Park Blvd E
0;0;0;0;0;0;0;0;0;185;189;0;Jerome Ave & E 164 St
0;0;0;0;0;0;0;0;0;121;102;0;Jerome Ave & E 181 St
0;0;0;0;0;0;0;0;0;102;103;0;Jerome Ave & E 198 St
0;0;0;0;0;0;0;0;0;359;330;0;Jerome Ave & E Mosholu Parkway S
0;0;0;0;0;0;0;0;0;237;192;0;Jerome Ave & Ogden Ave
0;0;0;0;0;0;0;0;0;220;130;0;Jerome Ave & W 177 St
0;0;0;0;0;0;0;0;0;151;127;0;Jerome Ave & W 184 St
0;0;0;0;0;0;0;0;0;573;434;0;Jerome Ave & W 193 St
0;0;0;0;0;0;0;0;0;413;363;0;Jerome Ave & W 195 St
0;0;0;0;0;0;0;0;0;468;397;0;Jerome Ave & W Fordham Rd
0;0;0;0;0;0;0;0;0;2361;1928;0;John St & William St
0;0;0;0;0;0;0;0;0;1486;1264;0;Johnson St & Gold St
0;0;0;0;0;0;0;0;0;1595;1256;0;Kane St & Clinton St
0;0;0;0;0;0;0;0;0;70;41;0;Keegan Rd & 2 Ave
0;0;0;0;0;0;0;0;0;3781;2781;0;Kenmare St & Elizabeth St
0;0;0;0;0;0;0;0;0;2108;1457;0;Kent Ave & Division Ave
0;0;0;0;0;0;0;0;0;6045;4123;0;Kent Ave & N 7 St
0;0;0;0;0;0;0;0;0;429;429;0;Kent St & McGuinness Blvd
0;0;0;0;0;0;0;0;0;3742;2896;0;King St & Varick St
0;0;0;0;0;0;0;0;0;2178;1798;0;Kingsland Ave & Nassau Ave
0;0;0;0;0;0;0;0;0;1776;1031;0;Kingston Ave & Herkimer St
0;0;0;0;0;0;0;0;0;0;219;0;Kingston Ave & Park Pl
0;0;0;0;0;0;0;0;0;1035;899;0;Knickerbocker Ave & George St
0;0;0;0;0;0;0;0;0;835;600;0;Knickerbocker Ave & Halsey St
0;0;0;0;0;0;0;0;0;0;47;0;Knickerbocker Ave & Hancock St
0;0;0;0;0;0;0;0;0;384;261;0;Knickerbocker Ave & Moffat St
0;0;0;0;0;0;0;0;0;1036;627;0;Knickerbocker Ave & Thames St
0;0;0;0;0;0;0;0;0;1267;1167;0;Kosciuszko St & Nostrand Ave
0;0;0;0;0;0;0;0;0;1825;1316;0;Kosciuszko St & Tompkins Ave
0;0;0;0;0;0;0;0;0;1992;1325;0;Lafayette Ave & Classon Ave
0;0;0;0;0;0;0;0;0;3804;2765;0;Lafayette Ave & Ft Greene Pl
0;0;0;0;0;0;0;0;0;334;268;0;Lafayette Ave & Hunts Point Ave
0;0;0;0;0;0;0;0;0;2236;1754;0;Lafayette Ave & St James Pl
0;0;0;0;0;0;0;0;0;0;208;0;Lafayette Ave & Stuyvesant Ave
0;0;0;0;0;0;0;0;0;8534;6583;0;Lafayette St & E 8 St
0;0;0;0;0;0;0;0;0;6497;5277;0;Lafayette St & Jersey St
0;0;0;0;0;0;0;0;0;5779;4373;0;LaGuardia Pl & W 3 St
0;0;0;0;0;0;0;0;0;928;775;0;Laight St & Hudson St
0;0;0;0;0;0;0;0;0;3243;2623;0;Lawrence St & Willoughby St
0;0;0;0;0;0;0;0;0;1631;1030;0;Lefferts Pl & Franklin Ave
0;0;0;0;0;0;0;0;0;3028;2515;0;Lenox Ave & W 111 St
0;0;0;0;0;0;0;0;0;1322;970;0;Lenox Ave & W 115 St
0;0;0;0;0;0;0;0;0;2724;2414;0;Lenox Ave & W 117 St
0;0;0;0;0;0;0;0;0;2724;2461;0;Lenox Ave & W 126 St
0;0;0;0;0;0;0;0;0;1242;1141;0;Lenox Ave & W 130 St
0;0;0;0;0;0;0;0;0;1111;920;0;Lenox Ave & W 133 St
0;0;0;0;0;0;0;0;0;1049;808;0;Lenox Ave & W 140 St
0;0;0;0;0;0;0;0;0;654;459;0;Lenox Ave & W 144 St
0;0;0;0;0;0;0;0;0;437;374;0;Lenox Ave & W 146 St
0;0;0;0;0;0;0;0;0;1184;1055;0;Leonard St & Boerum St
0;0;0;0;0;0;0;0;0;2920;2305;0;Leonard St & Church St
0;0;0;0;0;0;0;0;0;2210;1648;0;Leonard St & Maujer St
0;0;0;0;0;0;0;0;0;2462;1903;0;Leonard St & Nassau Ave
0;0;0;0;0;0;0;0;0;835;655;0;Lewis Ave & Decatur St
0;0;0;0;0;0;0;0;0;791;637;0;Lewis Ave & Greene Ave
0;0;0;0;0;0;0;0;0;1084;769;0;Lewis Ave & Kosciuszko St
0;0;0;0;0;0;0;0;0;1392;974;0;Lewis Ave & Madison St
0;0;0;0;0;0;0;0;0;1970;1580;0;Lexington Ave & Classon Ave
0;0;0;0;0;0;0;0;0;2213;2054;0;Lexington Ave & E 111 St
0;0;0;0;0;0;0;0;0;1113;994;0;Lexington Ave & E 120 St
0;0;0;0;0;0;0;0;0;624;577;0;Lexington Ave & E 127 St
0;0;0;0;0;0;0;0;0;401;284;0;Lexington Ave & E 128 St
0;0;0;0;0;0;0;0;0;6287;5410;0;Lexington Ave & E 24 St
0;0;0;0;0;0;0;0;0;3319;2401;0;Lexington Ave & E 26 St
0;0;0;0;0;0;0;0;0;5327;3617;0;Lexington Ave & E 29 St
0;0;0;0;0;0;0;0;0;4463;3468;0;Lexington Ave & E 36 St
0;0;0;0;0;0;0;0;0;300;2445;0;Liberty St & Broadway
0;0;0;0;0;0;0;0;0;2400;0;0;Liberty St & Nassau St
0;0;0;0;0;0;0;0;0;393;228;0;Lincoln Ave & E 134 St
0;0;0;0;0;0;0;0;0;882;793;0;Lincoln Ave & E 138 St
0;0;0;0;0;0;0;0;0;1438;986;0;Lincoln Pl & Classon Ave
0;0;0;0;0;0;0;0;0;394;259;0;Linden St & Knickerbocker Ave
0;0;0;0;0;0;0;0;0;4177;2996;0;Lispenard St & Broadway
0;0;0;0;0;0;0;0;0;4505;3142;0;Little West St & 1 Pl
0;0;0;0;0;0;0;0;0;222;146;0;Longfellow Ave & E 165 St
0;0;0;0;0;0;0;0;0;367;344;0;Longwood Ave & Southern Blvd
0;0;0;0;0;0;0;0;0;751;552;0;Lorimer St & Broadway
0;0;0;0;0;0;0;0;0;130;131;0;Loring Pl North & W 183 St
