J;F;M;A;M;J;J;A;S;O;N;D;Station
0;0;0;0;0;0;0;0;0;1297;1219;0;Ashland Pl & Dekalb Ave
0;0;0;0;0;0;0;0;0;1275;964;0;Astoria Park S & Shore Blvd
0;0;0;0;0;0;0;0;0;2991;2475;0;Atlantic Ave & Fort Greene Pl
0;0;0;0;0;0;0;0;0;3450;2116;0;Atlantic Ave & Furman St
0;0;0;0;0;0;0;0;0;314;282;0;Audobon Ave & W 179 St
0;0;0;0;0;0;0;0;0;119;87;0;Audubon Ave & Fort George Ave
0;0;0;0;0;0;0;0;0;210;172;0;Audubon Ave & W 192 St
0;0;0;0;0;0;0;0;0;5098;4028;0;Ave A & E 11 St
0;0;0;0;0;0;0;0;0;8076;6707;0;Ave A & E 14 St
0;0;0;0;0;0;0;0;0;2257;1956;0;Ave D & E 8 St
0;0;0;0;0;0;0;0;0;1481;0;0;Avenue C & E 18 St
0;0;0;0;0;0;0;0;0;1465;1153;0;Avenue D & E 10 St
0;0;0;0;0;0;0;0;0;876;882;0;Avenue D & E 12 St
0;0;0;0;0;0;0;0;0;2848;2875;0;Avenue D & E 3 St
0;0;0;0;0;0;0;0;0;58;59;0;Bailey Ave & Sedgwick Ave
0;0;0;0;0;0;0;0;0;52;26;0;Bailey Ave & W 193 St
0;0;0;0;0;0;0;0;0;91;89;0;Bainbridge Ave & Bedford Park Blvd
0;0;0;0;0;0;0;0;0;89;137;0;Bainbridge Ave & E 193 St
0;0;0;0;0;0;0;0;0;269;269;0;Bainbridge Ave & E 196 St
0;0;0;0;0;0;0;0;0;201;205;0;Bainbridge Ave & E 198 St
0;0;0;0;0;0;0;0;0;3037;2369;0;Bank St & Hudson St
0;0;0;0;0;0;0;0;0;3460;2613;0;Bank St & Washington St
0;0;0;0;0;0;0;0;0;1207;1062;0;Banker St & Meserole Ave
0;0;0;0;0;0;0;0;0;1423;908;0;Barclay St & Church St
0;0;0;0;0;0;0;0;0;4219;3352;0;Barrow St & Hudson St
0;0;0;0;0;0;0;0;0;68;65;0;Barry St & Tiffany St
0;0;0;0;0;0;0;0;0;304;280;0;Bay St & Court St
0;0;0;0;0;0;0;0;0;3484;2569;0;Bayard St & Baxter St
0;0;0;0;0;0;0;0;0;1868;1470;0;Bayard St & Leonard St
0;0;0;0;0;0;0;0;0;1415;1022;0;Beaver St & Fayette St
0;0;0;0;0;0;0;0;0;341;303;0;Beck St & Leggett Ave
0;0;0;0;0;0;0;0;0;2728;1377;0;Bedford Ave & Bergen St
0;0;0;0;0;0;0;0;0;689;491;0;Bedford Ave & Montgomery St
0;0;0;0;0;0;0;0;0;3513;1933;0;Bedford Ave & Nassau Ave
0;0;0;0;0;0;0;0;0;994;617;0;Bedford Ave & S 9 St
0;0;0;0;0;0;0;0;0;142;198;0;Bedford Park Blvd & Paul Ave
0;0;0;0;0;0;0;0;0;363;402;0;Bergen Ave & E 152 St
0;0;0;0;0;0;0;0;0;2256;1857;0;Bergen St & 4 Ave
0;0;0;0;0;0;0;0;0;0;3;0;Bergen St & Buffalo Ave
0;0;0;0;0;0;0;0;0;2788;2214;0;Bergen St & Flatbush Ave
0;0;0;0;0;0;0;0;0;0;178;0;Bergen St & Kingston Ave
0;0;0;0;0;0;0;0;0;3990;3207;0;Bergen St & Smith St
0;0;0;0;0;0;0;0;0;0;28;0;Bergen St & Troy Ave
0;0;0;0;0;0;0;0;0;4100;3249;0;Bergen St & Vanderbilt Ave
0;0;0;0;0;0;0;0;0;1471;1200;0;Berkeley Pl & 6 Ave
0;0;0;0;0;0;0;0;0;3236;2854;0;Berkeley Pl & 7 Ave
0;0;0;0;0;0;0;0;0;3950;3280;0;Berry St & N 8 St
0;0;0;0;0;0;0;0;0;1835;1676;0;Bialystoker Pl & Delancey St
0;0;0;0;0;0;0;0;0;5901;4838;0;Bleecker St & Crosby St
0;0;0;0;0;0;0;0;0;1423;1187;0;Boerum St & Broadway
0;0;0;0;0;0;0;0;0;1674;1165;0;Bond St & Bergen St
0;0;0;0;0;0;0;0;0;245;244;0;Boone Ave & E 172 St
0;0;0;0;0;0;0;0;0;176;153;0;Borden Ave & Review Ave
0;0;0;0;0;0;0;0;0;625;562;0;Boston Rd & E 167 St
0;0;0;0;0;0;0;0;0;509;501;0;Boston Rd & Prospect Ave
0;0;0;0;0;0;0;0;0;255;180;0;Botanical Sq & Webster Ave
0;0;0;0;0;0;0;0;0;645;541;0;Bradhurst Ave & W 148 St
0;0;0;0;0;0;0;0;0;209;213;0;Bradley Ave & Greenpoint Ave
0;0;0;0;0;0;0;0;0;0;427;0;Brevoort Pl & Bedford Ave
0;0;0;0;0;0;0;0;0;1697;1374;0;Bridge St & Water St
0;0;0;0;0;0;0;0;0;553;460;0;Bridge St & York St
0;0;0;0;0;0;0;0;0;2117;1751;0;Broad St & Bridge St
0;0;0;0;0;0;0;0;0;782;631;0;Broadway & 12 St
0;0;0;0;0;0;0;0;0;188;180;0;Broadway & 49 St
0;0;0;0;0;0;0;0;0;267;336;0;Broadway & 51 St
0;0;0;0;0;0;0;0;0;2885;2111;0;Broadway & Battery Pl
0;0;0;0;0;0;0;0;0;4385;3618;0;Broadway & Berry St
0;0;0;0;0;0;0;0;0;10271;6624;0;Broadway & E 14 St
0;0;0;0;0;0;0;0;0;5978;4696;0;Broadway & E 19 St
0;0;0;0;0;0;0;0;0;9060;7612;0;Broadway & E 21 St
0;0;0;0;0;0;0;0;0;285;186;0;Broadway & Ellwood St
0;0;0;0;0;0;0;0;0;241;170;0;Broadway & Furman Ave
0;0;0;0;0;0;0;0;0;699;449;0;Broadway & Hancock St
0;0;0;0;0;0;0;0;0;1180;698;0;Broadway & Kosciuszko St
0;0;0;0;0;0;0;0;0;1022;779;0;Broadway & Madison St
0;0;0;0;0;0;0;0;0;2137;1746;0;Broadway & Morris St
0;0;0;0;0;0;0;0;0;1340;1028;0;Broadway & Moylan Pl
0;0;0;0;0;0;0;0;0;2216;1859;0;Broadway & Roebling St
0;0;0;0;0;0;0;0;0;1260;1107;0;Broadway & W 122 St
0;0;0;0;0;0;0;0;0;1022;888;0;Broadway & W 131 St
0;0;0;0;0;0;0;0;0;947;716;0;Broadway & W 133 St
0;0;0;0;0;0;0;0;0;725;681;0;Broadway & W 138 St
0;0;0;0;0;0;0;0;0;671;590;0;Broadway & W 142 St
0;0;0;0;0;0;0;0;0;380;301;0;Broadway & W 153 St
0;0;0;0;0;0;0;0;0;739;640;0;Broadway & W 155 St
0;0;0;0;0;0;0;0;0;762;693;0;Broadway & W 160 St
0;0;0;0;0;0;0;0;0;373;444;0;Broadway & W 165 St
0;0;0;0;0;0;0;0;0;855;795;0;Broadway & W 168 St
0;0;0;0;0;0;0;0;0;499;418;0;Broadway & W 185 St
0;0;0;0;0;0;0;0;0;413;356;0;Broadway & W 192 St
0;0;0;0;0;0;0;0;0;354;292;0;Broadway & W 220 St
0;0;0;0;0;0;0;0;0;9677;7119;0;Broadway & W 25 St
0;0;0;0;0;0;0;0;0;7589;5882;0;Broadway & W 29 St
0;0;0;0;0;0;0;0;0;3628;2928;0;Broadway & W 36 St
0;0;0;0;0;0;0;0;0;2523;1247;0;Broadway & W 37 St
0;0;0;0;0;0;0;0;0;5082;4506;0;Broadway & W 38 St
0;0;0;0;0;0;0;0;0;6604;5186;0;Broadway & W 41 St
0;0;0;0;0;0;0;0;0;5462;5234;0;Broadway & W 48 St
0;0;0;0;0;0;0;0;0;4762;4746;0;Broadway & W 51 St
0;0;0;0;0;0;0;0;0;5113;4475;0;Broadway & W 53 St
0;0;0;0;0;0;0;0;0;5500;5394;0;Broadway & W 56 St
0;0;0;0;0;0;0;0;0;9461;11610;0;Broadway & W 58 St
0;0;0;0;0;0;0;0;0;5945;4469;0;Broadway & W 61 St
0;0;0;0;0;0;0;0;0;1439;1320;0;Broadway & Whipple St
0;0;0;0;0;0;0;0;0;386;223;0;Bronx Shore Comfort Station
0;0;0;0;0;0;0;0;0;482;394;0;Brook Ave & E 138 St
0;0;0;0;0;0;0;0;0;356;254;0;Brook Ave & E 141 St
0;0;0;0;0;0;0;0;0;376;324;0;Brook Ave & E 148 St
0;0;0;0;0;0;0;0;0;373;308;0;Brook Ave & E 157 St
0;0;0;0;0;0;0;0;0;0;261;0;Brooklyn Ave & Prospect Pl
0;0;0;0;0;0;0;0;0;1647;1031;0;Brooklyn Bridge Park - Pier 2
0;0;0;0;0;0;0;0;0;440;423;0;Bruckner Blvd & Bryant Ave
0;0;0;0;0;0;0;0;0;66;267;0;Buchanan Pl & Grand Ave
0;0;0;0;0;0;0;0;0;300;299;0;Bulova Ave & Brooklyn Queens Expressway W
0;0;0;0;0;0;0;0;0;2035;1457;0;Bus Slip & State St
0;0;0;0;0;0;0;0;0;1063;698;0;Bushwick Ave & Dekalb Ave
0;0;0;0;0;0;0;0;0;709;615;0;Bushwick Ave & Forrest St
0;0;0;0;0;0;0;0;0;337;243;0;Bushwick Ave & Furman Ave
0;0;0;0;0;0;0;0;0;972;726;0;Bushwick Ave & Harman St
0;0;0;0;0;0;0;0;0;818;563;0;Bushwick Ave & Linden St
0;0;0;0;0;0;0;0;0;734;507;0;Bushwick Ave & McKibbin St
0;0;0;0;0;0;0;0;0;1390;1181;0;Bushwick Ave & Powers St
0;0;0;0;0;0;0;0;0;526;466;0;Bushwick Ave & Stagg St
0;0;0;0;0;0;0;0;0;1245;1068;0;Butler St & Court St
0;0;0;0;0;0;0;0;0;322;227;0;Cabrini Blvd & W 177 St
0;0;0;0;0;0;0;0;0;1799;1250;0;Cadman Plaza E & Red Cross Pl
0;0;0;0;0;0;0;0;0;1833;1497;0;Cadman Plaza E & Tillary St
0;0;0;0;0;0;0;0;0;1066;750;0;Calyer St & Guernsey St
0;0;0;0;0;0;0;0;0;1047;900;0;Calyer St & Jewel St
0;0;0;0;0;0;0;0;0;1508;1191;0;Cambridge Pl & Gates Ave
0;0;0;0;0;0;0;0;0;7170;5291;0;Canal St & Rutgers St
0;0;0;0;0;0;0;0;0;2141;1662;0;Carlton Ave & Dean St
0;0;0;0;0;0;0;0;0;1536;1143;0;Carlton Ave & Flushing Ave
0;0;0;0;0;0;0;0;0;873;837;0;Carlton Ave & Park Ave
0;0;0;0;0;0;0;0;0;991;817;0;Carlton Ave & St Marks Ave
0;0;0;0;0;0;0;0;0;2253;1716;0;Carroll St & 5 Ave
0;0;0;0;0;0;0;0;0;1794;1541;0;Carroll St & 6 Ave
0;0;0;0;0;0;0;0;0;1047;879;0;Carroll St & Bond St
0;0;0;0;0;0;0;0;0;1635;1186;0;Carroll St & Columbia St
0;0;0;0;0;0;0;0;0;487;426;0;Carroll St & Franklin Ave
0;0;0;0;0;0;0;0;0;2618;2178;0;Carroll St & Smith St
0;0;0;0;0;0;0;0;0;597;491;0;Carroll St & Washington Ave
0;0;0;0;0;0;0;0;0;3064;2496;0;Cathedral Pkwy & Broadway
0;0;0;0;0;0;0;0;0;2275;2038;0;Catherine St & Monroe St
0;0;0;0;0;0;0;0;0;793;535;0;Caton Ave & Argyle Rd
0;0;0;0;0;0;0;0;0;448;315;0;Caton Ave & E 10 St
0;0;0;0;0;0;0;0;0;489;403;0;Caton Ave & E 7 St
0;0;0;0;0;0;0;0;0;279;263;0;Cauldwell Ave & E 158 St
0;0;0;0;0;0;0;0;0;340;359;0;Cauldwell Ave & E 161 St
0;0;0;0;0;0;0;0;0;85;86;0;Cedar Ave & W Fordham Rd
0;0;0;0;0;0;0;0;0;504;437;0;Cedar St & Evergreen Ave
0;0;0;0;0;0;0;0;0;882;655;0;Cedar St & Myrtle Ave
0;0;0;0;0;0;0;0;0;937;757;0;Center Blvd & 48 Ave
0;0;0;0;0;0;0;0;0;1926;1501;0;Center Blvd & 51 Ave
0;0;0;0;0;0;0;0;0;586;433;0;Central Ave & Covert St
0;0;0;0;0;0;0;0;0;387;241;0;Central Ave & Decatur St
0;0;0;0;0;0;0;0;0;755;582;0;Central Ave & Flushing Ave
0;0;0;0;0;0;0;0;0;618;547;0;Central Ave & Himrod St
0;0;0;0;0;0;0;0;0;667;509;0;Central Ave & Melrose St
0;0;0;0;0;0;0;0;0;1095;848;0;Central Ave & Starr Street
0;0;0;0;0;0;0;0;0;663;489;0;Central Ave & Weirfield St
0;0;0;0;0;0;0;0;0;893;751;0;Central Ave & Woodbine St
0;0;0;0;0;0;0;0;0;5339;3436;0;Central Park North & Adam Clayton Powell Blvd
0;0;0;0;0;0;0;0;0;8778;1585;0;Central Park S & 6 Ave
0;0;0;0;0;0;0;0;0;2741;2122;0;Central Park W & W 103 St
0;0;0;0;0;0;0;0;0;4763;3688;0;Central Park W & W 91 St
0;0;0;0;0;0;0;0;0;3855;2857;0;Central Park W & W 97 St
0;0;0;0;0;0;0;0;0;6658;100;0;Central Park West & W 68 St
0;0;0;0;0;0;0;0;0;7226;976;0;Central Park West & W 72 St
0;0;0;0;0;0;0;0;0;3693;377;0;Central Park West & W 76 St
0;0;0;0;0;0;0;0;0;4828;3764;0;Central Park West & W 85 St
0;0;0;0;0;0;0;0;0;5617;4141;0;Centre St & Chambers St
0;0;0;0;0;0;0;0;0;348;360;0;Centre St & Seneca Ave
0;0;0;0;0;0;0;0;0;3539;2894;0;Centre St & Worth St
0;0;0;0;0;0;0;0;0;214;239;0;Charlotte St & Boston Rd
0;0;0;0;0;0;0;0;0;166;319;0;Chauncey St & Howard Ave
0;0;0;0;0;0;0;0;0;262;349;0;Chauncey St & Malcolm X Blvd
0;0;0;0;0;0;0;0;0;494;414;0;Chauncey St & Stuyvesant Ave
0;0;0;0;0;0;0;0;0;1728;1600;0;Cherry St
0;0;0;0;0;0;0;0;0;178;151;0;Chester Ave & 12 Ave
0;0;0;0;0;0;0;0;0;6434;5128;0;Christopher St & Greenwich St
0;0;0;0;0;0;0;0;0;235;157;0;Church Ave & McDonald Ave
0;0;0;0;0;0;0;0;0;235;227;0;Church Ave & Story St
0;0;0;0;0;0;0;0;0;1875;1495;0;Church St & Worth St
0;0;0;0;0;0;0;0;0;3245;2757;0;Clark St & Henry St
0;0;0;0;0;0;0;0;0;2013;1575;0;Classon Ave & St Marks Ave
0;0;0;0;0;0;0;0;0;0;22;0;Classon Ave & St Marks Ave (2)
0;0;0;0;0;0;0;0;0;320;410;0;Clay Ave & Claremont Pkwy
0;0;0;0;0;0;0;0;0;202;465;0;Clay Ave & E 173 St
0;0;0;0;0;0;0;0;0;1875;1405;0;Clermont Ave & Lafayette Ave
0;0;0;0;0;0;0;0;0;1325;1096;0;Clermont Ave & Park Ave
0;0;0;0;0;0;0;0;0;9482;7426;0;Cleveland Pl & Spring St
0;0;0;0;0;0;0;0;0;2882;2081;0;Cliff St & Fulton St
0;0;0;0;0;0;0;0;0;1312;1023;0;Clinton Ave & Flushing Ave
0;0;0;0;0;0;0;0;0;3365;2872;0;Clinton Ave & Myrtle Ave
0;0;0;0;0;0;0;0;0;1238;1013;0;Clinton St & 4 Place
0;0;0;0;0;0;0;0;0;351;283;0;Clinton St & Centre St
0;0;0;0;0;0;0;0;0;2908;2364;0;Clinton St & Cherry St
0;0;0;0;0;0;0;0;0;6848;6121;0;Clinton St & Grand St
0;0;0;0;0;0;0;0;0;3064;2553;0;Clinton St & Joralemon St
0;0;0;0;0;0;0;0;0;2157;1757;0;Clinton St & Tillary St
0;0;0;0;0;0;0;0;0;1876;1520;0;Clinton St & Union St
0;0;0;0;0;0;0;0;0;565;338;0;Coffey St & Conover St
0;0;0;0;0;0;0;0;0;567;405;0;Coffey St & Ferris St
0;0;0;0;0;0;0;0;0;294;268;0;College Ave & E 170 St
0;0;0;0;0;0;0;0;0;1478;1116;0;Columbia Heights & Cranberry St
0;0;0;0;0;0;0;0;0;1103;865;0;Columbia St & Degraw St
0;0;0;0;0;0;0;0;0;755;544;0;Columbia St & Kane St
0;0;0;0;0;0;0;0;0;116;121;0;Columbia St & Lorraine St
0;0;0;0;0;0;0;0;0;1891;1966;0;Columbia St & Rivington St
0;0;0;0;0;0;0;0;0;316;212;0;Columbia St & W 9 St
0;0;0;0;0;0;0;0;0;1268;1261;0;Columbus Ave & W 103 St
0;0;0;0;0;0;0;0;0;6743;7865;0;Columbus Ave & W 72 St
0;0;0;0;0;0;0;0;0;4690;3952;0;Columbus Ave & W 95 St
0;0;0;0;0;0;0;0;0;537;421;0;Commerce St & Van Brunt St
0;0;0;0;0;0;0;0;0;920;898;0;Concord St & Bridge St
0;0;0;0;0;0;0;0;0;282;322;0;Concourse Village East & E 158 St
0;0;0;0;0;0;0;0;0;400;354;0;Concourse Village West & E 156 St
0;0;0;0;0;0;0;0;0;2059;1671;0;Congress St & Clinton St
0;0;0;0;0;0;0;0;0;997;813;0;Congress St & Hicks St
0;0;0;0;0;0;0;0;0;991;1381;0;Convent Ave & W 135 St
0;0;0;0;0;0;0;0;0;497;329;0;Convent Ave & W 151 St
0;0;0;0;0;0;0;0;0;5033;5739;0;Cooper Square & Astor Pl
0;0;0;0;0;0;0;0;0;1346;1126;0;Court St & Nelson St
0;0;0;0;0;0;0;0;0;3575;2874;0;Court St & State St
0;0;0;0;0;0;0;0;0;541;447;0;Courtlandt Ave & E 149 St
0;0;0;0;0;0;0;0;0;1821;1592;0;Crescent St & 30 Ave
0;0;0;0;0;0;0;0;0;1387;1149;0;Crescent St & 34 Ave
0;0;0;0;0;0;0;0;0;889;677;0;Crescent St & 35 Ave
0;0;0;0;0;0;0;0;0;1862;1456;0;Crescent St & Broadway
0;0;0;0;0;0;0;0;0;647;602;0;Crescent St & Ditmars Blvd
0;0;0;0;0;0;0;0;0;308;281;0;Creston Ave & E 178 St
0;0;0;0;0;0;0;0;0;344;208;0;Creston Ave & E 181 St
0;0;0;0;0;0;0;0;0;237;211;0;Crotona Park East & E 173 St
0;0;0;0;0;0;0;0;0;91;204;0;Crotona Park North & Prospect Ave
0;0;0;0;0;0;0;0;0;1663;1487;0;Cumberland St & Lafayette Ave
0;0;0;0;0;0;0;0;0;182;149;0;Cypress Ave & George St
0;0;0;0;0;0;0;0;0;150;163;0;Cypress Ave & Palmetto St
0;0;0;0;0;0;0;0;0;269;202;0;Dahill Rd & 12 Ave
0;0;0;0;0;0;0;0;0;260;236;0;Davidson Ave & W Burnside Ave
0;0;0;0;0;0;0;0;0;99;72;0;Dawson St & Intervale Ave
0;0;0;0;0;0;0;0;0;2221;1713;0;Dean St & Franklin Ave
0;0;0;0;0;0;0;0;0;1595;1223;0;Dean St & Hoyt St
0;0;0;0;0;0;0;0;0;120;115;0;Decatur Ave & Bedford Park Blvd
0;0;0;0;0;0;0;0;0;25;21;0;Decatur Ave & E 197 St
0;0;0;0;0;0;0;0;0;40;30;0;Decatur Ave & Oliver Pl
0;0;0;0;0;0;0;0;0;0;74;0;Decatur St & Saratoga Ave
0;0;0;0;0;0;0;0;0;1153;1017;0;Degraw St & Hoyt St
0;0;0;0;0;0;0;0;0;1568;1276;0;Degraw St & Smith St
0;0;0;0;0;0;0;0;0;2200;1588;0;DeKalb Ave & Franklin Ave
0;0;0;0;0;0;0;0;0;3062;2333;0;DeKalb Ave & Hudson Ave
0;0;0;0;0;0;0;0;0;2732;2112;0;DeKalb Ave & S Portland Ave
0;0;0;0;0;0;0;0;0;2765;2298;0;DeKalb Ave & Vanderbilt Ave
0;0;0;0;0;0;0;0;0;2011;1594;0;Delancey St & Eldridge St
0;0;0;0;0;0;0;0;0;2360;1773;0;Devoe St & Lorimer St
0;0;0;0;0;0;0;0;0;770;647;0;Devoe St & Morgan Ave
0;0;0;0;0;0;0;0;0;746;665;0;Ditmars Blvd & 19 St
0;0;0;0;0;0;0;0;0;747;819;0;Ditmars Blvd & 43 St
0;0;0;0;0;0;0;0;0;390;359;0;Ditmars Blvd & 48 St
0;0;0;0;0;0;0;0;0;197;150;0;Ditmars Blvd & 73 St
0;0;0;0;0;0;0;0;0;199;114;0;Ditmars Blvd & 76 St
0;0;0;0;0;0;0;0;0;484;402;0;Ditmars Blvd & 79 St
0;0;0;0;0;0;0;0;0;1184;993;0;Division Ave & Hooper St
0;0;0;0;0;0;0;0;0;649;634;0;Division Ave & Marcy Ave
0;0;0;0;0;0;0;0;0;3503;3160;0;Division St & Bowery
0;0;0;0;0;0;0;0;0;1399;1412;0;Dock 72 Way & Market St
0;0;0;0;0;0;0;0;0;1592;1349;0;Dock St & Front St
0;0;0;0;0;0;0;0;0;2221;2024;0;Douglass St & 3 Ave
0;0;0;0;0;0;0;0;0;1980;1588;0;Douglass St & 4 Ave
0;0;0;0;0;0;0;0;0;2002;1643;0;Driggs Ave & Lorimer St
0;0;0;0;0;0;0;0;0;3829;2978;0;Driggs Ave & N 9 St
0;0;0;0;0;0;0;0;0;2340;1941;0;Driggs Ave & N Henry St
0;0;0;0;0;0;0;0;0;1700;1211;0;Duane St & Hudson St
0;0;0;0;0;0;0;0;0;2336;1731;0;Duffield St & Willoughby St
0;0;0;0;0;0;0;0;0;367;279;0;Dwight St & Van Dyke St
0;0;0;0;0;0;0;0;0;123;109;0;Dyckman St & 10 Ave
0;0;0;0;0;0;0;0;0;315;206;0;Dyckman St & Henshaw St
0;0;0;0;0;0;0;0;0;360;214;0;Dyckman St & Staff St
0;0;0;0;0;0;0;0;0;7189;5711;0;E 1 St & 1 Ave
0;0;0;0;0;0;0;0;0;3163;3332;0;E 1 St & Bowery
0;0;0;0;0;0;0;0;0;4941;4183;0;E 10 St & 2 Ave
0;0;0;0;0;0;0;0;0;6673;4666;0;E 10 St & Avenue A
0;0;0;0;0;0;0;0;0;2306;1998;0;E 102 St & 1 Ave
0;0;0;0;0;0;0;0;0;980;1499;0;E 102 St & Park Ave
0;0;0;0;0;0;0;0;0;1854;1538;0;E 103 St & Lexington Ave
0;0;0;0;0;0;0;0;0;1223;1035;0;E 106 St & 1 Ave
0;0;0;0;0;0;0;0;0;1337;1233;0;E 106 St & 2 Ave
0;0;0;0;0;0;0;0;0;1542;1379;0;E 106 St & Lexington Ave
0;0;0;0;0;0;0;0;0;1947;1874;0;E 106 St & Madison Ave
0;0;0;0;0;0;0;0;0;5362;4436;0;E 11 St & 1 Ave
0;0;0;0;0;0;0;0;0;5183;4140;0;E 11 St & 3 Ave
0;0;0;0;0;0;0;0;0;3994;3616;0;E 11 St & Avenue B
0;0;0;0;0;0;0;0;0;1028;907;0;E 114 St & 1 Ave
0;0;0;0;0;0;0;0;0;1449;1292;0;E 115 St & Lexington Ave
0;0;0;0;0;0;0;0;0;950;900;0;E 115 St & Madison Ave
0;0;0;0;0;0;0;0;0;1112;941;0;E 116 St & 2 Ave
0;0;0;0;0;0;0;0;0;1323;1262;0;E 118 St & 1 Ave
0;0;0;0;0;0;0;0;0;1249;1139;0;E 118 St & 3 Ave
0;0;0;0;0;0;0;0;0;1565;1304;0;E 118 St & Madison Ave
0;0;0;0;0;0;0;0;0;420;424;0;E 118 St & Park Ave
0;0;0;0;0;0;0;0;0;4408;3501;0;E 12 St & 3 Ave
0;0;0;0;0;0;0;0;0;2686;2373;0;E 12 St & Ave C
0;0;0;0;0;0;0;0;0;1073;1043;0;E 123 St & Lexington Ave
0;0;0;0;0;0;0;0;0;150;156;0;E 128 St & 3 Ave
0;0;0;0;0;0;0;0;0;934;925;0;E 128 St & Madison Ave
0;0;0;0;0;0;0;0;0;7302;5549;0;E 13 St & 2 Ave
0;0;0;0;0;0;0;0;0;3786;3325;0;E 13 St & Avenue A
0;0;0;0;0;0;0;0;0;816;843;0;E 132 St & Madison Ave
0;0;0;0;0;0;0;0;0;95;57;0;E 133 St & Cypress Pl
0;0;0;0;0;0;0;0;0;54;55;0;E 134 St & Walnut Ave
0;0;0;0;0;0;0;0;0;267;274;0;E 135 St & St Ann's Ave
0;0;0;0;0;0;0;0;0;814;542;0;E 138 St & 5 Av
0;0;0;0;0;0;0;0;0;490;379;0;E 138 St & Cypress Ave
0;0;0;0;0;0;0;0;0;343;226;0;E 138 St & Grand Concourse
0;0;0;0;0;0;0;0;0;508;344;0;E 138 St & Park Ave
0;0;0;0;0;0;0;0;0;251;204;0;E 138 St & Willow Ave
0;0;0;0;0;0;0;0;0;5281;4352;0;E 14 St & 1 Ave
0;0;0;0;0;0;0;0;0;5041;4458;0;E 14 St & Avenue B
0;0;0;0;0;0;0;0;0;164;243;0;E 141 St & Jackson Ave
0;0;0;0;0;0;0;0;0;316;230;0;E 141 St & St Ann's Ave
0;0;0;0;0;0;0;0;0;533;618;0;E 142 St & 3 Ave
0;0;0;0;0;0;0;0;0;273;157;0;E 144 St & Brook Ave
0;0;0;0;0;0;0;0;0;498;415;0;E 147 St & Bergen Ave
0;0;0;0;0;0;0;0;0;493;402;0;E 149 St & Eagle Ave
0;0;0;0;0;0;0;0;0;507;435;0;E 149 St & Jackson Ave
0;0;0;0;0;0;0;0;0;743;728;0;E 149 St & Morris Ave
0;0;0;0;0;0;0;0;0;607;457;0;E 149 St & Park Ave
0;0;0;0;0;0;0;0;0;566;749;0;E 15 St & 3 Ave
0;0;0;0;0;0;0;0;0;284;208;0;E 150 St & Gerard Ave
0;0;0;0;0;0;0;0;0;203;181;0;E 153 St & E 157 St
0;0;0;0;0;0;0;0;0;176;132;0;E 155 St & Courtlandt Ave
0;0;0;0;0;0;0;0;0;471;437;0;E 156 & Brook Ave
0;0;0;0;0;0;0;0;0;340;271;0;E 156 St & Courtlandt Ave
0;0;0;0;0;0;0;0;0;368;316;0;E 157 St & River Ave
0;0;0;0;0;0;0;0;0;465;368;0;E 158 St & Melrose Ave
0;0;0;0;0;0;0;0;0;6780;5471;0;E 16 St & 5 Ave
0;0;0;0;0;0;0;0;0;7217;5181;0;E 16 St & Irving Pl
0;0;0;0;0;0;0;0;0;266;272;0;E 160 St & Tinton Ave
0;0;0;0;0;0;0;0;0;664;553;0;E 161 St & Park Ave
0;0;0;0;0;0;0;0;0;1251;1075;0;E 161 St & River Ave
0;0;0;0;0;0;0;0;0;181;170;0;E 163 St & Tiffany St
0;0;0;0;0;0;0;0;0;637;461;0;E 163 St & Union Ave
0;0;0;0;0;0;0;0;0;292;296;0;E 165 St & Clay Ave
0;0;0;0;0;0;0;0;0;216;117;0;E 165 St & Fox St
0;0;0;0;0;0;0;0;0;195;120;0;E 165 St & Jerome Ave
0;0;0;0;0;0;0;0;0;189;214;0;E 167 St & Bryant Ave
0;0;0;0;0;0;0;0;0;299;257;0;E 167 St & Clay Ave
0;0;0;0;0;0;0;0;0;541;374;0;E 167 St & Franklin Ave
0;0;0;0;0;0;0;0;0;108;138;0;E 169 St & Fox St
0;0;0;0;0;0;0;0;0;378;285;0;E 169 St & Webster Ave
0;0;0;0;0;0;0;0;0;232;2159;0;E 17 St & 2 Ave
0;0;0;0;0;0;0;0;0;8517;7434;0;E 17 St & Broadway
0;0;0;0;0;0;0;0;0;630;432;0;E 170 St & Clay Ave
0;0;0;0;0;0;0;0;0;785;574;0;E 170 St & Sheridan Ave
0;0;0;0;0;0;0;0;0;692;686;0;E 170 St & Webster Ave
0;0;0;0;0;0;0;0;0;593;288;0;E 171 St & 3 Ave
0;0;0;0;0;0;0;0;0;230;282;0;E 171 St & Webster Ave
0;0;0;0;0;0;0;0;0;284;234;0;E 174 St & Longfellow Ave
0;0;0;0;0;0;0;0;0;263;245;0;E 174 St & Walton Ave
0;0;0;0;0;0;0;0;0;384;415;0;E 182 St & Morris Ave
0;0;0;0;0;0;0;0;0;359;387;0;E 188 St & Creston Ave
0;0;0;0;0;0;0;0;0;281;2552;0;E 19 St & 3 Ave
0;0;0;0;0;0;0;0;0;3179;158;0;E 2 St & 2 Ave
0;0;0;0;0;0;0;0;0;5280;4479;0;E 2 St & Avenue A
0;0;0;0;0;0;0;0;0;5904;5431;0;E 2 St & Avenue B
0;0;0;0;0;0;0;0;0;4519;3737;0;E 2 St & Avenue C
